序号,上级评论ID,评论ID,用户ID,用户名,用户等级,性别,评论内容,评论时间,回复数,点赞数,个性签名,IP属地,是否是大会员,头像
1771,4442241178,4442778264,507240792,"中国做题家本家",6,保密,"回复 @唐天洛路思 :首先，我看B站，然后，我看短视频，然后，您玩B站的时间应该比我少吧（如果您不是开小号在这带节奏），那我想问您是怎么做到不看短视频的。其次，您没有道德绑架？楼主为反道德绑架说一句话就等于洗白？您这不是道德绑架是什么？最后，您又怎么知道在看这个视频的人当时所处在什么环境，本来我要骑车回宿舍然后偶然看到了这个300w60赞的视频，本来打算进来点个赞就走的，结果多亏了您们这些道德绑架的大神，帮我这个浮躁的不愿思考的废物看完了这个视频，我还得好好谢谢您们哈😊（众所周知，211只需要无脑做题就能上，要思考干啥）奥，还有那句话，连别人怎么生活都要按照您认为的来您是不是有什么大病[疑惑]",2021-04-20 20:27:59,0,9,"",未知,否,http://i0.hdslb.com/bfs/face/9fc19ffb11651ea43dba0f85f2f73d4ac5bca86b.jpg
1772,4380749900,4443891972,196728381,"天蓝琥珀_",6,保密,"和不转不是中国人那一堆人没啥区别",2021-04-20 23:58:09,0,7,"希望有羽毛和翅膀",未知,否,https://i0.hdslb.com/bfs/face/4c57f661f83f4c0431080ff80874b245e9955210.jpg
1773,4441733686,4444313931,496183007,"病娇日記",6,保密,"回复 @中国做题家本家 :为什么不能?不是很懂",2021-04-21 02:49:13,0,0,"",未知,否,https://i2.hdslb.com/bfs/face/d88d208b57c90328052888abee76b8cb57d1b682.jpg
1774,4441393636,4444322869,496183007,"病娇日記",6,保密,"回复 @黑萝藦 :我只是想说层主能说出这话，那他至少应该有这觉悟吧，要不然不是太没意思了[疑惑]",2021-04-21 02:51:20,0,0,"",未知,否,https://i2.hdslb.com/bfs/face/d88d208b57c90328052888abee76b8cb57d1b682.jpg
1775,4433303004,4444418508,438217628,"爺傷風敗俗1",5,男,"回复 @石莳 :？",2021-04-21 05:37:11,0,0,"！该账号已被封禁",未知,否,https://i2.hdslb.com/bfs/face/d6969ac14b6fe21f144fd749bc0c54b6cf925b31.jpg
1776,4380749900,4445031290,9323210,"酒酿吞圆子",6,男,"是这样的",2021-04-21 10:46:35,0,0,"b站网暴，自成一绝ʕ•̬͡•ʔ",未知,是,http://i2.hdslb.com/bfs/face/1abdd953b13caad0f84246e717ef29f8f0e59e22.jpg
1777,4392640214,4445215322,35198885,"冰水儿丶",6,男,"回复 @百色珐琅 :懂你的意思，不过好像有语病hhh（来自一个做语文题做傻了的高中生）",2021-04-21 11:41:29,0,0,"ⓘ该账号封禁中（不",未知,否,http://i2.hdslb.com/bfs/face/2c061b3cbe4adcda7ba55e2b423ee8ac3cf93570.jpg
1778,4380749900,4445418445,453226917,"qwp亦泽",5,男,"确实",2021-04-21 12:29:55,0,0,"Cyz陈亦泽",未知,否,https://i0.hdslb.com/bfs/face/126463101c77059c26a17adc07773f27bf59d470.jpg
1779,4380749900,4446351330,388744997,"落雪无痕white",6,男,"在这种视频下面互相骂起来 
令人汗颜",2021-04-21 17:02:49,0,3,"在它所在的地方，我必在那里生成",未知,是,https://i2.hdslb.com/bfs/face/ca3ad59ec8fb6ec4f13224940866c2e5d3132181.jpg
1780,4385068301,4447022409,37274886,"AAA泡面批发拉姐",6,男,"回复 @水泥菩萨过河 :说得好",2021-04-21 19:25:37,0,0,"我不喜欢柯南 也不是柚子厨 更不爱魂游 对A-SOUL没兴趣 育碧的游戏压根就不玩",未知,是,https://i0.hdslb.com/bfs/face/f7980cd9254c0480f7cddc5f47b9ec6a9fb3a5fa.webp
1781,4438242587,4447042286,121695714,"子春廿四-闻香",5,男,"回复 @路人aod :我21号",2021-04-21 19:29:03,0,0,"",未知,是,https://i0.hdslb.com/bfs/face/5e51d3b65ddfac1c520988678ddd6a0c99a4329a.webp
1782,4384504191,4447505149,701564078,"七号的阳光q",3,男,"回复 @吾王Saber丶赛高 :快四万了[doge]",2021-04-21 21:03:10,0,0,"只是一个天使杰瑞而已",未知,否,https://i2.hdslb.com/bfs/face/4e656aeeffb8114fcba46a5e262b0f0854ae10d4.jpg
1783,4380749900,4447777310,438802788,"KSMの小星星",6,男,"英雄不朽！",2021-04-21 21:57:03,0,0,"以游戏的方式探索现实世界~~~",未知,是,https://i0.hdslb.com/bfs/face/ff1dbe54d0d3ae9929186561d2c2efdf9b7d9d39.jpg
1784,4380749900,4447793353,31726008,"salvatoree__",6,保密,"[OK][OK]这个表情什么意思?也变成阴阳怪气专用了吗",2021-04-21 22:00:27,0,1,"",未知,否,https://i0.hdslb.com/bfs/face/b9f0056bd75f25d4acdf453e9d06f3f898b30356.jpg
1785,4409649966,4448870600,262666902,"大龙猫233",6,男,"回复 @病娇日记老哥 :怎么想的啊，，这么多字都打出来了，3分钟绰绰有余啊",2021-04-22 02:44:20,0,0,"前游戏高玩，游戏行业学习发展中，学习交流群962342270，个人唯一QQ2228005377",未知,是,https://i0.hdslb.com/bfs/face/adef30c16ec2bcf247c80c1741aa67993121cfe7.jpg
1786,4380749900,4450513689,21660070,"尉蓝空",6,男,"✨✨✨✨✨✨✨✨✨✨
✨✨✨✨✨🇨🇳✨✨✨✨
✨✨✨✨✨🇨🇳✨✨✨✨
✨✨✨✨✨🇨🇳✨✨✨✨
✨✨✨✨✨🇨🇳✨✨✨✨
✨✨✨✨✨🇨🇳✨✨✨✨
✨✨✨✨✨🇨🇳✨✨✨✨
✨✨✨✨🇨🇳✨🇨🇳✨✨✨
✨✨✨🇨🇳✨✨✨🇨🇳✨✨
✨✨🇨🇳✨✨✨✨✨🇨🇳✨
✨🇨🇳✨✨✨✨✨✨✨🇨🇳
✨✨✨✨✨✨✨✨✨✨
✨🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳
✨🇨🇳✨✨✨✨✨✨✨🇨🇳
✨🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳
✨🇨🇳✨✨✨🇨🇳✨✨✨✨
✨🇨🇳✨✨✨🇨🇳✨✨✨✨
✨🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳✨
✨🇨🇳✨✨✨🇨🇳✨✨✨✨
✨🇨🇳✨✨✨✨🇨🇳✨✨✨
✨🇨🇳✨🇨🇳✨✨✨🇨🇳✨🇨🇳
✨🇨🇳🇨🇳✨✨✨✨✨🇨🇳✨
✨✨✨✨✨✨✨✨✨✨
✨🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳
✨✨✨✨✨🇨🇳✨✨✨✨
✨✨✨✨✨🇨🇳✨✨✨✨
✨✨✨✨✨🇨🇳✨✨✨✨
✨✨✨✨✨🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳
✨✨✨✨✨🇨🇳✨✨✨🇨🇳
✨✨✨✨🇨🇳✨✨✨✨🇨🇳
✨✨✨🇨🇳✨✨✨✨✨🇨🇳
✨✨🇨🇳✨✨✨✨🇨🇳✨🇨🇳
✨🇨🇳✨✨✨✨✨✨🇨🇳🇨🇳
✨✨✨✨✨✨✨✨✨✨
✨🇨🇳✨✨✨🇨🇳✨✨✨🇨🇳
✨🇨🇳✨✨✨🇨🇳✨✨✨🇨🇳
✨🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳
✨✨✨✨✨🇨🇳✨✨✨✨
✨✨✨✨✨🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳
✨✨✨🇨🇳🇨🇳✨✨✨🇨🇳✨
✨🇨🇳🇨🇳✨✨🇨🇳✨🇨🇳✨✨
✨✨✨✨✨✨🇨🇳✨✨✨
✨✨✨✨✨🇨🇳✨✨✨✨
✨🇨🇳🇨🇳🇨🇳🇨🇳✨✨✨✨✨
嘿嘿😅😅😅😅😅😅😅😅",2021-04-22 14:57:09,0,2,"随便投一投视频娱乐娱乐",未知,是,https://i1.hdslb.com/bfs/face/12570759a0f20707d5027819391811cf8d666376.jpg
1787,4380749900,4451904328,668054970,"高跷演说家-",4,保密,"致敬",2021-04-22 20:19:50,0,0,"",未知,否,https://i0.hdslb.com/bfs/face/585ca48f374b92b07c8950cabbb6fce471361bd0.jpg
1788,4380749900,4455571824,551228046,"有地masaromi",6,男,"终于有个明白人了[笑哭]",2021-04-23 16:28:33,0,0,"告诉我答案",未知,是,https://i0.hdslb.com/bfs/face/dc56d1c2195d910c11815f51dd247b5bd43fc1ef.jpg
1789,4380749900,4455944654,276931791,"-茶-玖-",6,女,"三观好正！！！！！",2021-04-23 17:57:04,0,2,"这个人又菜又懒",未知,否,https://i0.hdslb.com/bfs/face/cc04382b524c4dcf867592ca67d86a82e164c3d4.jpg
1790,4392640214,4458183965,411050815,"杰洁高升",5,女,"回复 @百色珐琅 :这话自己读的通顺么[吃瓜]",2021-04-24 00:51:51,0,1,"",未知,否,https://i1.hdslb.com/bfs/face/8adabebec2d0f84a131cdc2ce4cb6ac566ad63f2.jpg
1791,4380749900,4458687819,85726285,"百事可乐樂",5,男,"赞同你的看法",2021-04-24 07:15:58,0,0,"Pepsi Cola",未知,否,http://i1.hdslb.com/bfs/face/2c9eb2f503d5b53b8faf25fc934f3f561ed785a5.jpg
1792,4441652710,4458747715,178881616,"一个完美的落地",6,男,"回复 @唐天洛路思 :哥，那你说“接近洗白的水平”是啥意思，我们又没犯啥罪",2021-04-24 07:48:00,0,3,"真好听",未知,是,https://i1.hdslb.com/bfs/face/de55db7446fa20e29150bdf07d35295266ffa986.webp
1793,4380749900,4458816020,500022743,"大地嘤嘤嘤",6,男,"总有些这种人",2021-04-24 08:15:21,0,2,"手机五指玩家",未知,否,https://i2.hdslb.com/bfs/face/b10ff28b7acd9f50f89b2d73d75fe35e7ed7c95f.jpg
1794,4384506818,4458809585,500022743,"大地嘤嘤嘤",6,男,"回复 @小凡人耶耶耶 :哈哈哈哈，我一看到视频三分钟，肯定会有人说不看完不是人的",2021-04-24 08:15:50,0,163,"手机五指玩家",未知,否,https://i2.hdslb.com/bfs/face/b10ff28b7acd9f50f89b2d73d75fe35e7ed7c95f.jpg
1795,4392640214,4459304616,378014082,"闪电龙阿呆",6,女,"回复 @百色珐琅 :所以出去了就要受你的素质抨击吗？",2021-04-24 10:38:28,0,5,"安",未知,否,https://i0.hdslb.com/bfs/face/9b3b0ce2031542b03b26d4af653468747b4a5a7c.jpg
1796,4380749900,4459479890,298022300,"菜垚",6,男,"我TM今天亲戚婚礼上刷到[笑哭][热词系列_我裂开了]",2021-04-24 11:18:34,0,2,"",未知,否,https://i2.hdslb.com/bfs/face/e3a0bc4a6118cf51615766aecc0d4e286e042916.jpg
1797,4380749900,4459733147,293821710,"暗似生",6,保密,"这三分钟看不看完都无法代表什么，只希望对英雄的敬畏是发自真心而不是自我陶醉。",2021-04-24 12:09:22,0,6,"",未知,否,http://i1.hdslb.com/bfs/face/a076329348d82164c3f54598ee90239c17817d21.jpg
1798,4380749900,4459825473,352497227,"此生断缘有情人",6,保密,"你说得对，是否默哀应该是自己的事情，而不是别人的事情，如果某人因为这种事情有了优越感，那只能说明他是做给别人看的。",2021-04-24 12:24:47,0,6,"",未知,是,https://i2.hdslb.com/bfs/face/7e72c58637ff26df68fb30939de078d2bbbfcdbe.jpg
1799,4459202773,4460086255,404459418,"账号已注销",,保密,"回复 @百色珐琅 :你这是完全的语病啊，“不允许”和“不可”直接就……诶",2021-04-24 13:16:32,0,0,"",未知,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
1800,4391522279,4460165628,5576305,"おなな",6,保密,"回复 @唐天洛路思 :自己看看你在这层里的第一条回复有没有问题吧[疑惑]离谱，浮躁，洗白，你都这样说了还搁这装没道德绑架呢？[疑惑]",2021-04-24 13:32:09,0,2,"",未知,否,https://i1.hdslb.com/bfs/face/9adbb81209ec5217c02bc1245cebc22c99e1c868.jpg
1801,4380749900,4460173339,316352099,"翻唱翻车区up",6,男,"这个思想真的是可以！别道德绑架别人，很中肯的评论！[给心心]",2021-04-24 13:34:06,0,1,"我现在越来越觉得网络上要少发言，就算你说恭维的话 也有杠精追着杠",未知,是,https://i2.hdslb.com/bfs/face/d2cf7b526688f632ad335abafa1afa620026fbb0.jpg
1802,4380749900,4460169276,319486320,"海里的针le",6,保密,"对，默哀是为了进行有意义的思考，太形式主义就失去原本的意义了",2021-04-24 13:34:28,0,0,"",未知,是,https://i0.hdslb.com/bfs/face/a188f6a6dedb8b513d10164d2357e9a2df53ec3b.jpg
1803,4380749900,4460488538,441850352,"不人气的鼠先生",5,男,"没有道德的人与野兽有什么区别？一个文明连属于自己的基本道德认知都丢失的话，这还算是个文明吗？",2021-04-24 14:49:55,0,0,"请输入新个性签名",未知,否,https://i2.hdslb.com/bfs/face/067f32cdc2c2fa6ca55843804b2e2fc65f5cd418.jpg
1804,4435827168,4460510956,441850352,"不人气的鼠先生",5,男,"回复 @小新爱天依 :你这句话也可以反推:道德是约束自己的，你更无权指责",2021-04-24 14:54:05,0,0,"请输入新个性签名",未知,否,https://i2.hdslb.com/bfs/face/067f32cdc2c2fa6ca55843804b2e2fc65f5cd418.jpg
1805,4460510956,4460656711,385642901,"小新爱天依",6,保密,"回复 @小儿痴呆_老年麻痹 :典型的诡辩论，你偷换了推理的根源，将结果作为论据循环论证，这在辩论中是大忌",2021-04-24 15:31:33,0,0,"Oi",未知,否,https://i2.hdslb.com/bfs/face/0f109ec1a8f78c026541921a20cba8e6019d671e.jpg
1806,4460488538,4460670852,385642901,"小新爱天依",6,保密,"回复 @小儿痴呆_老年麻痹 :你说的话和楼主表达的东西半毛钱关系都没有，抓小放大不分主次，就是瞎掰",2021-04-24 15:34:40,0,0,"Oi",未知,否,https://i2.hdslb.com/bfs/face/0f109ec1a8f78c026541921a20cba8e6019d671e.jpg
1807,4380749900,4461487713,435106506,"圣堂呀",5,男,"好家伙看个评论就来个道德绑架 [笑哭]",2021-04-24 18:34:01,0,2,"",未知,否,https://i0.hdslb.com/bfs/face/95a5d7af68e8b62ae0fa4e6b64fb77038054001d.jpg
1808,4380749900,4461858624,291075422,"Twigbone",6,男,"确实，有的人看完了三分钟，并不代表他真的爱国，有的人可能退出去了，但是国家有难他可能就站在第一线",2021-04-24 19:46:45,0,6,"我很懒，啥也没写",未知,否,https://i2.hdslb.com/bfs/face/d6ce8242f0ef37949071deb91859016272d061a9.jpg
1809,4380749900,4464967243,493886288,"bili_493886288",5,男,"嗯？",2021-04-25 11:48:24,0,0,"",未知,否,https://i2.hdslb.com/bfs/face/e2005ba14b79b800657508ed4826828ca48b7cdb.jpg
1810,4385068301,4477833856,406151199,"辉夜的雪风",5,保密,"回复 @水泥菩萨过河 :呵呵，我不信就这三分钟都看不完的人有多爱国[生气]",2021-04-27 23:07:23,0,3,"黄泉月辉夜最可爱",未知,否,https://i0.hdslb.com/bfs/face/f2ee6cfa4a3070c28f26bdc755b5f8555cbfeb5b.jpg
1811,4380749900,4480536293,22989996,"悲蠊",6,男,"绑谁呢？",2021-04-28 16:07:46,0,0,"不求人",未知,否,https://i0.hdslb.com/bfs/face/f74c6808fc3894bf83cb9750d95da67ba2fe854f.jpg
1812,4380749900,4481599910,332458408,"红枫白诺贝露姆",6,男,"三分钟而已 难道不值得吗？",2021-04-28 20:10:10,0,0,"ISTP   非必要不费力证明自己，无利益不试图说服他人",未知,否,https://i1.hdslb.com/bfs/face/b58b86bb62abd22929d9ecb49728928f9eeba69d.webp
1813,4380749900,4481950263,269539331,"硬币快到碗里来",5,男,"好吧我承认我快进了",2021-04-28 21:17:27,0,1,"",未知,否,https://i2.hdslb.com/bfs/face/ca62d0f5da45d10fb7c52c8029c87a0e518dabc7.jpg
1814,4380749900,4481978672,408492012,"不胜利不罢休",6,女,"那些都是小学生罢了",2021-04-28 21:24:46,0,0,"我那个作品被下了，而且我发不了作品，连教员话都发不了，加油。",未知,否,https://i0.hdslb.com/bfs/face/14062cbbe75e8ba0cf2b9c7540ec0d18a95e1cc4.jpg
1815,4391522279,4482011659,408492012,"不胜利不罢休",6,女,"回复 @唐天洛路思 :浮躁和爱国挂不上钩，内心存有感激、尊重与爱国就够了",2021-04-28 21:29:28,0,1,"我那个作品被下了，而且我发不了作品，连教员话都发不了，加油。",未知,否,https://i0.hdslb.com/bfs/face/14062cbbe75e8ba0cf2b9c7540ec0d18a95e1cc4.jpg
1816,4380749900,4485946579,430318162,"未至始至终",5,男,"赞成。",2021-04-29 18:43:12,0,0,"",未知,否,http://i1.hdslb.com/bfs/face/2774d5c0f8f22e60ba50c712e2d87113a7c9c517.jpg
1817,4380749900,4487623760,491578644,"沐枫_D",5,保密,"那你来找啥存在感？[呲牙]",2021-04-29 23:52:01,0,0,"",未知,否,http://i0.hdslb.com/bfs/face/380bc0675433759bdb7ad6eaa688d95a1daf67df.jpg
1818,4380749900,4488458640,479228963,"周同学是我本命",5,保密,"致敬英雄",2021-04-30 08:00:19,0,0,"",未知,否,http://i2.hdslb.com/bfs/face/9722a8b0ba8ada0be619a4b5d6f213b7e4f35afc.jpg
1819,4380749900,4490089209,525557321,"vx公众号两伙青年",4,保密,"说的好，不过我看完了，因为没这三分钟，平常根本没机会想起这些已经不会发声的英雄。",2021-04-30 15:42:28,0,0,"",未知,否,http://i2.hdslb.com/bfs/face/95d2f96039b9fb57494ef26bc32f06bdf3ce7684.jpg
1820,4380749900,4490371763,365722627,"我停步白墙乌瓦的屋檐",6,保密,"赞同你的意思，但你这味儿太冲了好容易让人误解，弄得一个本来和和气气的视频热评这么乱[嫌弃]",2021-04-30 16:52:47,0,1,"",未知,否,https://i1.hdslb.com/bfs/face/2ac796aff6ab98d0f1578e9a389762b0b8e4bad5.webp
1821,4380749900,4492253978,286521074,"Tasitrella",6,女,"有心的人，哪怕不点这个视频也会做很多事",2021-04-30 22:48:00,0,0,"骂人拉黑会把所有骂别人的反弹给自己",未知,是,https://i2.hdslb.com/bfs/face/b271d6846ce64e3729131ece7cf01cd00f406a06.jpg
1822,4490371763,4493020622,123066048,"橙汁儿诶",5,女,"回复 @安乐冈花火派蒙 :我说的只是怼那些说三分钟没看完不是东西的人，然后emmmmmm我也不知道我能上热评",2021-05-01 01:31:47,0,0,"",未知,是,https://i0.hdslb.com/bfs/face/d084f34fde75ed79f7ceb3d878d70e7e9191a868.jpg
1823,4424943618,4493787622,510659759,"枫林か",6,保密,"回复 @狗哥大力都是朕的 :我感觉还是有很大关系的，浮躁的人太多都不能安静下来认真思考",2021-05-01 09:14:20,0,0,"",未知,是,https://i2.hdslb.com/bfs/face/d3aeabede4d29a5df51dd624cb89f02178ca6e54.jpg
1824,4384506818,4494638876,506653908,"歩丶腐",5,女,"回复 @小凡人耶耶耶 :我也是",2021-05-01 12:22:19,0,0,"╯ 　乀
ヘ　 へ
　′
　﹀",未知,否,https://i0.hdslb.com/bfs/face/4e534400284bb9eccfcc08e92f109ed01f426359.jpg
1825,4380749900,4495266384,482052170,"弹幕就是魑魅魍魉的窝",5,保密,"好的，这就退出，你这种当真的也是厉害",2021-05-01 14:28:20,0,0,"一鲸落万物生",未知,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
1826,4392640214,4497617902,325019213,"贰捌青年旅店",5,保密,"回复 @百色珐琅 :但这也不是有人道德绑架的借口，扪心自问，有些看了三分钟的又真的在默哀吗？",2021-05-01 22:03:51,0,0,"咦~",未知,否,https://i2.hdslb.com/bfs/face/97e69bf01a6b47de89873d2c08ae18fe838b9069.jpg
1827,4380749900,4499093970,376589562,"冢古土单",5,保密,"我退出去了[笑哭]自言自语说了句对不起有进来了[喜极而泣][喜极而泣]",2021-05-02 07:33:27,0,0,"",未知,否,https://i0.hdslb.com/bfs/face/6842fb5518f996b056ec83e22deeeea1387e91fc.jpg
1828,4380749900,4499229782,641247184,"科幻梦想",6,保密,"是啊",2021-05-02 08:28:52,0,0,"",未知,是,https://i1.hdslb.com/bfs/face/b9cd0b36d95c9a6c66dbde3507c2dc9d08847b5e.jpg
1829,4497617902,4503202898,403068465,"百色珐琅",6,女,"回复 @回眸一笑8023 :😇",2021-05-02 22:30:43,0,0,"",未知,否,https://i0.hdslb.com/bfs/face/fb370043f6121d143482b0df241d81a9bcf48c56.jpg
1830,4497617902,4605817857,501044175,"屑旅者不行",4,女,"回复 @回眸一笑8023 :摸鱼也要摸完这三分钟（我）",2021-05-22 20:42:17,0,0,"业余的配音爱好者",未知,否,https://i0.hdslb.com/bfs/face/eb11f4e7955cac01172bbe39a596c19f791717fd.jpg
1831,4380749900,4608860345,4751207,"毫毛小豆泥",6,女,"我觉得里面有一句“只能发红色和白色的弹幕”更道德绑架[嫌弃]",2021-05-23 12:24:20,0,0,"请输入旧的个性签名。",未知,是,https://i2.hdslb.com/bfs/face/6c2434ece03d2518f3bfdae4118d748027a33940.webp
1832,4384506818,4609643546,409697246,"分秒Freedy",6,男,"回复 @小凡人耶耶耶 :我也是哈哈哈",2021-05-23 15:04:41,0,0,"网易云音乐：分秒freedy",未知,是,https://i2.hdslb.com/bfs/face/d5a551ff525397354b64bf1bd09d76e414d47018.jpg
1833,4380749900,5292068821,275644253,"桃子要用盐巴洗",5,保密,"我现在憋着 忍住不去厕所[doge]",2021-08-29 19:38:11,0,0,"1",未知,否,https://i2.hdslb.com/bfs/face/482b1648d114d9dd0c53c6497479eeb48a703ceb.jpg
1834,4391522279,108298334112,362449258,"UnEsope",6,女,"回复 @唐天洛路思 :三分钟真的挺短的，如果这么短的时间都平静不了，真的是心浮气躁，更别提想想这是什么日子什么的。[藏狐]",2022-04-07 09:52:02,0,1,"",未知,是,https://i1.hdslb.com/bfs/face/538f5ce098be13aedcd5e76f4f48aa961667086b.jpg
1835,4442203173,108784078208,443959736,"尘豆",5,男,"回复 @没头脑与要拉黑 :啊对对对，看了三分钟的可以对没看三分钟的道德绑架说不是东西，奉献过祖国的可以对没奉献过祖国的说不是东西。是不是这个理啊？",2022-04-10 23:25:14,0,0,"",未知,否,https://i2.hdslb.com/bfs/face/a909d3130d7262fa187e99df2b0be98482d59f78.jpg
1836,4380749900,216785107536,352011127,"睡不饱睡不够",6,保密,"[支持]",2024-04-14 08:53:30,0,0,"",江苏,是,https://i1.hdslb.com/bfs/face/d2bfb1f8967826cc9f58dea02247638ae2b08716.jpg
1837,,4380694972,503423970,"LLQD99",5,保密,"md来晚了，致敬！！",2021-04-08 00:07:57,0,4,"",未知,否,https://i0.hdslb.com/bfs/face/fbc869d9643d0d3576abe10c04105438b99c5e50.jpg
1838,,4380504754,334034360,"打上BV",5,男,"果然,三分钟还是太短了吗",2021-04-07 23:30:24,0,4,"人之初，性本善。",未知,否,https://i2.hdslb.com/bfs/face/ec4155ddc0f3f0fc292c7aebc75c0b426af61380.jpg
1839,,4380182720,434331616,"账号已注销",,保密,"这些数字，一眼看去，很难感受到壮烈，我们都无法单单凭数字去感受到抗日战争的惨烈，就像在候机室看飞机起飞没什么声音，很安静，可是如果靠近一点，再靠近一点，靠得足够近，你会被引擎声震得短暂耳鸣，就像我们如果震得亲眼看到抗日战争的战场，我们绝对会痛苦流涕，感受到钝刀字割肉的痛，视频没有画面，但我们不能忘记那段历史

国耻不忘，英烈永怀",2021-04-07 22:34:45,0,5,"",未知,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
1840,,4378311222,1974263,"新西兰大眼鱼龙",6,男,"中国航天重大任务发射预报：

空间站核心舱任务

距离中国空间站天和核心舱发射还有22天

发射窗口：2021年4月28日--4月30日

预计发射时间：2021年4月29日上午十一时四十许

转场时间：2021年4月23日上午 持续约3小时

发射地点：中国海南文昌航天发射场

火箭：长征五号乙遥二（CZ-5B  Y2）

在海南文昌航天发射中心发射长征五号B遥二火箭搭载“天和”中国空间站核心舱，下半年还将相继发射“神舟—12”载人飞船，“天舟”货运飞船与“天和”交会对接，正式开启中国空间站建造计划。

2024年左右重启之前暂缓的对太阳及空间观测计划——“夸父计划”

2030年之前开启探测外太阳系计划——探测小行星带（谷神星等）、木星系统（木星、木卫一、木卫二、木卫四、木星环等）、土星系统（土星、土卫二、土卫六等、）、天王星、海王星、柯伊伯带（冥王星外侧小行星带）、奥尔特云（太阳系真正边界）追平美国NASA的“旅行者一号、二号”计划

2030年左右启动“桃源计划”——寻找地外可能存在生命的星球

2030年以后开启“觅音计划”——寻找可宜居的第二个“地球”
我们用行动告慰为了祖国牺牲的无数英烈们，我们的祖国将会越来越强大，我们的梦想是星辰大海！",2021-04-07 15:58:41,0,4,"看不见我，看不见我，看不见我",未知,是,https://i2.hdslb.com/bfs/face/bd17a17a7d77553cd48137c0b979f57f3c463eff.jpg
1841,,4377372455,46789663,"咋都是套路呢",6,女,"4月4号的视频今天才第一？",2021-04-07 11:32:08,0,4,"精美图片转发者",未知,否,http://i2.hdslb.com/bfs/face/5e89a5643a275d1855851c4acc36cc38b8c982c6.jpg
1842,,4377279467,19380939,"蓝羽浅葱Sin丶",4,保密,"我很羞愧，现在才看到这个视频，向你们致敬",2021-04-07 11:05:54,0,5,"",未知,否,http://i0.hdslb.com/bfs/face/2d40431351ca0ce1ffcdf4152c02d38835f2b62f.jpg
1843,,4377247218,161065397,"肖邦弹悲伤",3,男,"现在都只有300w播放量？",2021-04-07 10:53:59,1,6,"",未知,否,https://i2.hdslb.com/bfs/face/678eec0d25813b8dafe5838463f560fc967f9aa1.jpg
1844,4377247218,4377434541,21800562,"kinospheree",6,保密,"……很多人根本没有看满一半，没过半不算播放量的。",2021-04-07 11:51:43,0,1,"",未知,否,https://i0.hdslb.com/bfs/face/b6e4dfe69c0566707afde123c2a13a26f2fc4f70.jpg
1845,,4376758787,207698417,"厨食的厨房",6,保密,"当音乐计时响起，我就知道我不能离开",2021-04-07 07:42:40,0,4,"悦读",未知,是,https://i2.hdslb.com/bfs/face/0edc4461bc9137d7b9308a946b1731e3a53de01f.jpg
1846,,4375849526,651198028,"一只Man羊羊",6,保密,"我真的很惭愧，看到视频的第一想法是退出，但是被一股莫名的力量阻止了。
我庆幸生于这神州大地，作为一名大学生，我永远不会忘记牺牲的先烈和屈辱的历史。我在此保证:以后我若出国进修，不论功名利禄，必然回国，尽己所能报效国家。",2021-04-06 23:10:14,0,6,"穷则独善其身，达则兼济天下。",未知,是,https://i1.hdslb.com/bfs/face/b4ec0dbd9532b10d5b84e459ac7a38d41d80845e.jpg
1847,,4375785175,8064548,"一年吃两顿饺子",6,男,"我叔叔，印象中不是啥勇敢的人，但是疫情来了，他第一时间戴上口罩，穿上防化服去当了志愿者。他说“我是大连人，这里是我家，疫情来了我要去帮忙，我身后还有我家人朋友[酸了]”灾难是可怕的，但是他会给予许多人前所未有的勇气。谢谢所有奋战一线的人。谢谢！",2021-04-06 22:58:03,0,5,"我特么很神秘，你啥也看不到",未知,是,https://i2.hdslb.com/bfs/face/722ea4bba8fd0deeaba28238e3d40358e1377bb1.jpg
1848,,4375673161,481270403,"AAA神秘小绿人",6,保密,"你是在听时间流逝的声音
还是
听英雄从你身边走过的声音？",2021-04-06 22:39:40,0,4,"我也想去拉屎了",未知,否,https://i2.hdslb.com/bfs/face/20d0295bcb3a33f717d5880f13b064fc57ebd45e.jpg
1849,,4375646357,326415081,"九小新",6,女,"他们的名字虽不能让所有人知晓，但他们的精神。已在所有人心里永存",2021-04-06 22:33:40,0,4,"一具会思考的尸体",未知,否,https://i0.hdslb.com/bfs/face/730f2ea1cce33485b20ea1ca7fcb5fd4849fe6b2.jpg
