序号,上级评论ID,评论ID,用户ID,用户名,用户等级,性别,评论内容,评论时间,回复数,点赞数,个性签名,IP属地,是否是大会员,头像
933,,129361650016,451147381,"凡鸟不乁风雨来",5,保密,"@酪明不是命 我去",2022-09-09 13:32:21,1,0,"没有内容",云南,否,https://i1.hdslb.com/bfs/face/25e59494c50262d7893ba80a285df48635633b43.jpg
934,129361650016,129415333440,549961369,"酪明不是命",5,男,"[保佑]",2022-09-09 21:07:44,0,0,"1、饿着肚子不能上学
2、好天气要晒衣服
3、穿马路要注意来往车辆
4、不要依靠别人的力量
5、要光着脚在地上玩 ",云南,否,https://i1.hdslb.com/bfs/face/4f293b4251b3a03aa2d97fd35589ecad5b1acb75.jpg
935,,129361648096,167471325,"瞭望长街外",6,保密,"见证历史",2022-09-09 13:32:17,0,0,"玩儿游戏，听歌",四川,否,https://i0.hdslb.com/bfs/face/987bb72d98cc140ff6aff319ac5b995de50f8898.jpg
936,,129361622384,589773,"超级月岛螃蟹子",6,女,"旧辉煌时代已经落幕",2022-09-09 13:31:33,0,0,"无需插足",贵州,否,https://i0.hdslb.com/bfs/face/091df5560e38baf3bb93822d30dce0711ce2889b.jpg
937,,129361424320,183578482,"SylusaimeKira",6,保密,"哎 好感慨啊",2022-09-09 13:30:28,0,0,"????️",湖南,否,https://i1.hdslb.com/bfs/face/1b7c43633de0459ca8332b14f9d14a2aa9c517e2.jpg
938,,129361570624,23422366,"镜子萘酱",6,女,"传奇的一生",2022-09-09 13:30:27,0,0,"鸽子一枚",河南,否,https://i1.hdslb.com/bfs/face/969f3d8fb1df60d810646907415aafe19b9d4a89.jpg
939,,129361401040,110739825,"PJ的康米",6,保密,"失去女王的英国失去了可爱和温柔。",2022-09-09 13:29:48,0,0,"",广东,否,https://i0.hdslb.com/bfs/face/2bba77f3b28d67fb4d42726523138d5f40c745cb.jpg
940,,129361393872,381545695,"海雾饭_",6,女,"挺舍不得的，她26岁就当上了女王，并且维持了70年，真的好传奇……她喜欢穿漂亮的各种颜色裙子，可爱的老太太，再见🕯️",2022-09-09 13:29:35,1,1554,"",黑龙江,否,https://i1.hdslb.com/bfs/face/b58affe962cc00b0eb2870529927872db05176ca.jpg
941,129361393872,129413389632,634818862,"yn易",5,保密,"再见",2022-09-09 20:53:24,0,13,"要佛系",辽宁,否,https://i1.hdslb.com/bfs/face/b9dcd1f88b3bc3e2df7989bb475bc16bbc1dc380.jpg
942,,129361447488,660192749,"拔刀怎能留住落樱_",5,男,"好漂亮啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊",2022-09-09 13:29:04,0,1,"这个人很神秘",新疆,否,https://i2.hdslb.com/bfs/face/d58c815fae0f71c709bae73df5218affe31f246c.jpg
943,,129361261968,20060943,"蓝点工作室",6,保密,"时间啊 时间啊",2022-09-09 13:28:23,0,0,"喜欢游戏、漫画、音乐
上面这些以前还懂一点，现在是真的啥也不会了",广西,否,https://i0.hdslb.com/bfs/face/31d13fb13f5945955046cc6567f3c79b4006d323.jpg
944,,129361187040,183356251,"明月栖山kaze",5,男,"生命的终点，九十六岁快一个世纪了",2022-09-09 13:28:16,0,0,"“你是我漫长黑夜里的迷恋与遗忘”",广西,否,https://i1.hdslb.com/bfs/face/e95d130cda6fb0df99704649dc19c6cdbbeb22a0.jpg
945,,129361162704,286760078,"知否知否一",5,男,"一个全新的，不一样的时代",2022-09-09 13:27:35,0,0,"路漫漫雨纷纷",辽宁,否,https://i2.hdslb.com/bfs/face/c3c453e3c7e2e069337241b335fd685e78b3f10f.jpg
946,,129361136704,495944774,"沐佳酱",5,保密,"见证历史",2022-09-09 13:26:51,0,1,"世界和平",广西,否,https://i2.hdslb.com/bfs/face/f2a53796d1c304769030042acf82da4819ece531.jpg
947,,129361130656,652309441,"Sugimin",5,保密,"走好",2022-09-09 13:26:42,0,0,"",广东,是,https://i1.hdslb.com/bfs/face/b4c8b11ec7a4db4a77a04b85ce395dae4f7e0634.jpg
948,,129361026080,23270794,"不良人天拧星",6,女,"一个时代传奇的落幕",2022-09-09 13:26:24,0,0,"万语千言不叙，唯有大笑和拥抱。",安徽,否,https://i1.hdslb.com/bfs/face/698c4288b1efc751b4a64070bc8764dccca01f5c.jpg
949,,129360946032,612293,"龙门重工LMHI",6,男,"基本上亲历了现代史诸多大事件",2022-09-09 13:26:01,0,0,"文明其精神，野蛮其体魄",河南,是,https://i2.hdslb.com/bfs/face/818aa5092cb5b4647d9b8899177fb5e5510e4612.jpg
950,,129360943856,16926987,"惊雨山山",5,保密,"时代的落幕，对时间的不舍。",2022-09-09 13:25:57,0,0,"吃什么能补脑",河北,否,https://i0.hdslb.com/bfs/face/6cdc4a6301fb040fa499a851ee2ee0a128be616e.jpg
951,,129361061168,667387643,"闻人墨科",6,保密,"她完成了她的使命，去找她的丈夫了吧",2022-09-09 13:25:18,0,0,"",山东,否,https://i2.hdslb.com/bfs/face/2be7e20787a87cbaafb824a84de8ebe0ce4fd5f6.jpg
952,,129361044576,253706416,"屿岐urrqin",5,女,"她的长子和我姥爷一样大",2022-09-09 13:24:52,0,0,"狠而无心，理性、凉薄才是生存利器。
凡事发生皆有利于我，万物不为我所有，皆为我所用。道德仁义是面具，伪善没什么不好，绿茶不是贬义词。",河北,否,https://i1.hdslb.com/bfs/face/1bd136dc6591b447ab8c3aadaa55b71db73eaffa.jpg
953,,129360898816,702007462,"柏鹤吟",5,保密,"突然，我觉得有点遗憾，说不清楚的遗憾……",2022-09-09 13:24:41,0,0,"",黑龙江,否,https://i1.hdslb.com/bfs/face/72255e2dfe1523e45bdb868797b54fb28f74491b.jpg
954,,129360858816,18882825,"你好我是Molly",6,保密,"真的敬业",2022-09-09 13:24:09,0,0,"爱自有天意",安徽,是,https://i0.hdslb.com/bfs/face/543f5d5059a529fa4f452975c2664a3fab8d7f0f.jpg
955,,129360846336,698759759,"风轻し",5,保密,"见证历史",2022-09-09 13:23:50,0,0,"",广东,否,https://i2.hdslb.com/bfs/face/80ca1574da3251c50c2c663aab48e0eeed083534.jpg
956,,129360699328,85935476,"以待落雨",6,保密,"豪斯[doge]",2022-09-09 13:23:36,0,0,"小米就是犹太，犹太就是小米",福建,否,https://i2.hdslb.com/bfs/face/c3a681a636b22abc067dda3cd915c1bab21036a1.jpg
957,,129360754352,187736751,"新世纪整活福音",6,男,"一个时代还是拉下了帷幕，令人感叹",2022-09-09 13:23:29,0,1,"自是人生长恨水长东",重庆,否,https://i0.hdslb.com/bfs/face/a664a29ce632577c7d2838944d263944b3bbaec8.jpg
958,,129360831376,95701526,"Ssica-w",6,女,"看着还挺和蔼的",2022-09-09 13:23:26,0,0,"宇宙在你沉睡时消失不见",山东,是,https://i2.hdslb.com/bfs/face/3ed7083a9ddcee1a1ab1d2effc8736dc11d0a391.jpg
959,,129360668960,17648963,"龍谷海啸",6,男,"泪目",2022-09-09 13:22:46,0,0,"",陕西,否,https://i2.hdslb.com/bfs/face/ad9633c1fd076dd4515812a2027121d27bd9e5da.jpg
960,,129360535648,29301890,"落别丽花的庄园",6,男,"[支持][支持][支持]",2022-09-09 13:21:54,0,0,"为爱坚守，为缘寻找，用生命守护最爱的人",北京,是,http://i2.hdslb.com/bfs/face/c7949dda80360895fbc037f7e8095a16974c0146.jpg
961,,129360606528,671423976,"你怎么一破防就拉黑捏",5,保密,"晚安，女王",2022-09-09 13:21:44,0,0,"这个id的含金量还在提高，欢迎各位来宾莅临，对我尊重一点哦，不然会给我挡灾",四川,否,https://i0.hdslb.com/bfs/face/d3edc1e946297fa7bb944b40e95dedbaffc054e1.jpg
962,,129360605552,516221044,"海底的海棠",6,保密,"葬礼是10天后吗？",2022-09-09 13:21:42,0,2,"舟邀横塘色，风叩曲岸花。萍水逢无份，唯爱江南春。",四川,是,https://i1.hdslb.com/bfs/face/0f9ecc2efe7b666dccda5a43142ff708ce34f488.jpg
963,,129360527936,2379268,"枫记忆",6,保密,"我看她好像不是还能走路么，怎么突然说走就走了，连女皇这种各种医疗团队的人都只能活97.98岁，人这一生为了什么啊，短短几十年",2022-09-09 13:21:41,0,2,"",重庆,是,http://i1.hdslb.com/bfs/face/3e7d7da369196f2d139eb2a8167e6915ede97d77.jpg
964,,129360517760,28515983,"不爱吃青菜的月亮",6,女,"见证历史",2022-09-09 13:21:25,0,0,"什么时候中奖了，什么时候改签名(´ｰ∀ｰ`)",山西,否,https://i2.hdslb.com/bfs/face/54e8806543cba59c77a9900347b1fa539640ceaa.jpg
965,,129360456976,520801208,"Mariaの小屋",6,保密,"我一直觉得她就像一部活着的英国近代史晚安，老太太。",2022-09-09 13:21:20,0,3,"图都放在动态了哦⊙∀⊙！搜歌名试试吧！
日常推荐一些小众又好听的音乐。",山东,否,https://i2.hdslb.com/bfs/face/f8dcb50d74c78fbacb09b3fdc5973abe2056c405.jpg
966,,129360568864,21149625,"牛头范佩西",4,保密,"见证历史",2022-09-09 13:20:47,0,0,"一个重度.......",吉林,否,https://i0.hdslb.com/bfs/face/2652af62a7e5393c2f9c8204cc7bee5e5dbb6ae7.jpg
967,,129360317136,94555975,"右肩キ蝶",6,男,"晚安",2022-09-09 13:20:19,0,0,"扬锦帆，劫四方，快意逍遥",陕西,否,https://i1.hdslb.com/bfs/face/e2ba160e1dfd089d56339cbc2e1ee9b2e8a8a239.jpg
968,,129360414336,299275861,"梦梦的梦93",5,保密,"晚安",2022-09-09 13:20:12,0,0,"",上海,否,http://i0.hdslb.com/bfs/face/member/noface.jpg
969,,129360299584,452513371,"蟹不ruo",5,男,"晚安",2022-09-09 13:19:50,0,0,"",四川,是,https://i1.hdslb.com/bfs/face/00afd88be35d611e336c703ebedd25fb9f355075.jpg
970,,129360366400,12562018,"里奥-梅西",6,男,"走好，慈祥的老奶奶，",2022-09-09 13:19:43,0,0,"起风了",日本,否,https://i1.hdslb.com/bfs/face/fcf40af9e255cdef10af7a6c3c7bb29cffbce097.webp
971,,129360294768,351748573,"再抽天赏剁手",5,女,"她活的太长了，所有人都知道她的存在，小孩子都知道英国有个女王，她已经是个象征了，突然走了，心里挺不舒服的",2022-09-09 13:19:42,0,2,"",浙江,否,https://i1.hdslb.com/bfs/face/ba1c7d8e6fe6aca38e62b420ae70cb3efc1e1832.jpg
972,,129360294176,506275991,"HW帝国少女",5,女,"，，，，",2022-09-09 13:19:41,0,0,"没有签名",四川,否,https://i2.hdslb.com/bfs/face/580668948565fcc66426d08fbd64230946485ed2.jpg
973,,129360228368,19474184,"桜本千時ちゃん",6,女,"可以好好休息了，晚安。",2022-09-09 13:19:29,0,0,"恶魔兔です！草稿流萌系小画手！日语废！游戏狗！杂食党！钟离先生の狗！阿闪の专属泥板搬运工！究极兽耳控！！ 巧克力拯救地球！！",未知,是,https://i2.hdslb.com/bfs/face/8f883d17e27a0c1d42e4bd73a7d274c2617476e4.jpg
974,,129360342416,666748498,"琰灵柏",6,保密,"之前不说状态还好吗",2022-09-09 13:19:06,0,0,"",安徽,否,https://i1.hdslb.com/bfs/face/dabc3f7c3af9c2afdcd87657f23cc18bd9732580.jpg
975,,129360123104,392606310,"百利甜麻薯",5,保密,"走好",2022-09-09 13:17:38,0,0,"哦。",湖南,是,https://i0.hdslb.com/bfs/face/ae2ac2f56f87cec57a8c0029efc0e104c5976752.jpg
976,,129359962528,634101462,"萨尼铁塔灬",5,保密,"说真的，我们这一代见证了太多的历史",2022-09-09 13:16:40,0,1,"",河南,否,https://i0.hdslb.com/bfs/face/522bdf4bcee876e21d4bec48ead23b745e008d2c.jpg
977,,129359913360,412687345,"Marvel和dcの汤姆_",6,男,"走好",2022-09-09 13:16:25,0,0,"你好再见",四川,是,https://i1.hdslb.com/bfs/face/81e1a50c24d5affce8ba6fbf74cc66137198cf6f.jpg
978,,129360005792,483837765,"啊呦不吃草",5,保密,"看到女王去世的新闻，心里掀起波澜，但却什么也说不出，大概是一种见证历史的震惊，和面对伟大人物逝去的遗憾[拥抱]",2022-09-09 13:16:10,0,5,"一生温暖纯良，不舍爱与自由",广东,否,https://i0.hdslb.com/bfs/face/437bf23f407151a532fa3fd23003403c669dfc5b.jpg
979,,129360004432,433353716,"Tobimaruでんか",5,女,"在上英语课的时候知道的消息，老师给我们播放了这个视频，在看到她加冕的时候泪水溢满了我的眼眶，戴上皇冠后不可以低头，王冠的重量对她来说该有多重啊，从一个女人成为女王，这样的负担对于她来说该有多重啊。戴了一生的王冠，最终还是取下了，英女王带着她对这个国家的爱与世长辞。随着伦敦桥倒塌，来自上个世纪的不列颠余晖随着日落消散。",2022-09-09 13:16:08,0,1,"",广东,是,https://i2.hdslb.com/bfs/face/4897b4ec9892498a5828de12ff706657a26bcd7b.jpg
980,,129359932416,477838115,"麓七柒YES",5,保密,"一个时代结束了，见证大英从巅峰到落幕的传奇。",2022-09-09 13:15:54,0,3,"",广东,否,https://i2.hdslb.com/bfs/face/3979395e755e0594d19eac929b7cf34139d9420f.jpg
981,,129359757168,492894191,"巴拉巴拉derrrrr",6,女,"见证历史了",2022-09-09 13:15:29,0,2,"爱听歌",江苏,否,https://i2.hdslb.com/bfs/face/a1ef2c04efa4b49e4802ee746540e037f2cca2d5.jpg
982,,129359735872,1967834519,"祝你幸福好运",5,女,"之前我看到了，还以为是假新闻，没想到是真的吗？",2022-09-09 13:14:55,0,3,"求所有同人女/男都能真正意义上的圈地自萌，你不骂我，我不骂你，杂食！杂食！不要审判我，除了个别cp我都吃！杂食也有偏好！求善待(´இωஇ｀)",陕西,否,https://i2.hdslb.com/bfs/face/84fca51e2c6a15b8c05feff16b7a1fa3f1421141.jpg
983,,129359785408,670040390,"pogopa",5,保密,"好突然",2022-09-09 13:14:33,0,0,"",海南,否,https://i2.hdslb.com/bfs/face/0dbcc7b16adadd1b21eccb19357e20f592e75163.jpg
984,,129359722224,96232767,"RenaYang",6,女,"她的一生足够精彩
晚安，有趣的老太太",2022-09-09 13:14:33,0,2,"在涅贵不淄，暧暧内含光。",湖北,否,https://i0.hdslb.com/bfs/face/a44297c3717bbc8f0c581542188827672338f3bb.jpg
985,,129359572384,644811870,"bili_644811870",5,保密,"日不落时代在精神意义上已经完全落幕了",2022-09-09 13:13:11,0,0,"大清遗民",重庆,否,https://i0.hdslb.com/bfs/face/2681ee3da9225f86012587b93b560f894dbd00a0.jpg
986,,129359508224,507907573,"瑾壹間",5,保密,"她是一个时代的缩影",2022-09-09 13:13:09,0,0,"你好！",河北,否,https://i1.hdslb.com/bfs/face/6bfb98e0873b2e10f740a547a6eab6e2b2a365d2.jpg
987,,129359505296,383621173,"不如我们在长夜相拥",6,男,"英国最后的皇室",2022-09-09 13:13:04,0,0,"及时止损",上海,是,https://i1.hdslb.com/bfs/face/5c449168798adebd74de239d734117c541d6e16e.jpg
988,,129359562512,518089732,"时光美好的回忆",6,女,"女王晚安",2022-09-09 13:12:55,0,0,"天天要天天开心啊！
",山西,否,https://i1.hdslb.com/bfs/face/1f5785fc6b55e504deb81e74ecad301ab3b3fae8.jpg
989,,129359545792,407476706,"小雨啊飘",5,女,"我怎么到现在才发现，她真的是一个女王啊[大哭][大哭]",2022-09-09 13:12:30,0,0,"我只会画画",贵州,是,https://i2.hdslb.com/bfs/face/9da06c5a57765b554e88e7d9ef64dd7bf0b91348.jpg
990,,129359531200,14563189,"Nightwish_WD",5,保密,"见证历史",2022-09-09 13:12:07,0,0,"""Remember,My Child:Without Innocence The Cross Is Only Iron""",广东,否,http://i1.hdslb.com/bfs/face/2a29a7723ae45fe205a568ffa6f9f5dc80c148a5.jpg
991,,129359417264,471024922,"神崎晓",6,保密,"见证历史",2022-09-09 13:12:05,0,0,"我再也不玩抽象了",广西,否,https://i1.hdslb.com/bfs/face/29cc635845c6f7161762e1ddbd3a5fb1596ecc05.jpg
992,,129359357680,57226653,"一只迷路的hasaki",6,保密,"走好[保佑]",2022-09-09 13:11:45,0,0,"",山东,否,http://i0.hdslb.com/bfs/face/7159b641b341b3b4fe60cdcd7bd92d11488f37c8.jpg
993,,129359356352,152918296,"今晚吃什么Ror",5,保密,"日不落帝国完美收场，她做到了她需要做的一切，体面，安然谢幕，她做到了",2022-09-09 13:11:43,0,0,"战力满满",广西,否,https://i1.hdslb.com/bfs/face/a6703d67ebd78c154a53cd0f01a334f184e73c71.jpg
994,,129359391952,1092173293,"星星-从苍穹坠落绿茵",5,女,"好突然[难过]如果女王去世那英国内部的矛盾应该更大了[委屈]",2022-09-09 13:11:29,0,0,"Amber Whale from the Deep Sea.",江西,否,https://i1.hdslb.com/bfs/face/3530c0dbd1f3a77edcd6aa09d92bfcf956eb5d43.jpg
995,,129359324800,37066008,"空白陥穽",6,保密,"女王晚安",2022-09-09 13:10:54,0,0,"喜欢你",广东,否,https://i0.hdslb.com/bfs/face/48d21ec8186bf6ca778caf042e142c9a26e29ef0.jpg
996,,129359243696,640151900,"骇浪_Z09",5,男,"见证历史",2022-09-09 13:10:32,0,0,"三人行，必有我师焉",福建,否,https://i2.hdslb.com/bfs/face/1fd250626543b766b9e08bd2783d23f5137fa1d1.jpg
997,,129359188224,687006023,"崔云喜",4,女,"一代传奇陨落，一个时代落幕。",2022-09-09 13:10:24,0,2,"犯其至难而图其至远。211！！",湖南,否,https://i2.hdslb.com/bfs/face/1fdff4777b9a6bd0636efdf9bb0122bac86cde66.jpg
998,,129359035728,438392501,"渔飞飞飞飞",5,保密,"见证历史",2022-09-09 13:09:19,0,0,"哈基米哈基米",广东,否,https://i2.hdslb.com/bfs/face/a21f9a98a6eaad6d3f3f2094591b31dc4a8d6100.jpg
999,,129359089152,486348369,"老师同学为我当男娘",5,女,"走好",2022-09-09 13:08:58,0,0,"我想睡觉",山东,否,https://i0.hdslb.com/bfs/face/a0cc6b2754db6a3ca7b29d470c0d3a169883976a.jpg
1000,,129359073568,82297937,"看美男喝乃乃的葵姐",4,保密,"这年走的世界名人蛮多的[保佑]",2022-09-09 13:08:34,0,2,"电影 动漫 爱好者
有什么好电影好动漫大家推荐分享
",江苏,否,https://i2.hdslb.com/bfs/face/130e4c58dd8af927fd86caf65a35b7b26a5c1fa6.jpg
1001,,129359073184,572549701,"ZhiiBAoyuu",4,男,"事实是，她真的是个好女王[委屈]",2022-09-09 13:08:34,0,2,"寄寄寄寄",天津,否,https://i1.hdslb.com/bfs/face/6f11e7413dc51a1970929451fbcd0c689cf63d59.jpg
1002,,129359051360,12432333,"yunnena",6,保密,"感觉没有新冠老太太 可能还能多活一些时间  大英王室最后体面人 走好",2022-09-09 13:08:00,0,2,"",广东,否,https://i0.hdslb.com/bfs/face/500cd76e855b5135ba4957eb908890fbc0c7caa5.jpg
1003,,129358919632,2069992410,"bili_72609109499",5,保密,"[热词系列_打卡]",2022-09-09 13:07:50,0,0,"",广东,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
1004,,129358973120,380098856,"康乾xilan",6,保密,"从丘吉尔到特拉斯，英国女王仿佛是连接两个时代的桥梁",2022-09-09 13:07:45,0,4,"everything under control",湖北,否,http://i2.hdslb.com/bfs/face/2c5db99ae820f62ab4398f4c71181d16caf64e91.jpg
1005,,129358876608,89048248,"超级咕噜饼干",6,保密,"我真的以为她会一直活着",2022-09-09 13:07:38,0,2,"",云南,否,https://i1.hdslb.com/bfs/face/0da2a34c0da42fad477e00faa430bb0f727d071d.jpg
1006,,129358476528,381594136,"温水煮蛋壳",6,保密,"晚安女王",2022-09-09 13:04:59,0,0,"老大我们今天打谁！",湖北,否,https://i1.hdslb.com/bfs/face/84b8df71c8301bc724e239b267d3afea148beb68.jpg
1007,,129358473648,1362129720,"bili_1362129720",5,男,"虽然对这老太太不是很了解，但我还是有些不舍啊[大哭][大哭][大哭]",2022-09-09 13:04:55,0,2,"我希望他们一生都能幸福的活下去",海南,否,https://i0.hdslb.com/bfs/face/d89ab29a7d9685682ef7b2faea552258a29916fd.jpg
1008,,129358601856,94866477,"Combo_Hunter",6,男,"见证历史",2022-09-09 13:04:51,0,1,"我有好果汁，你吃吗？",内蒙古,否,https://i0.hdslb.com/bfs/face/936a3f9ef881bb0962dd509532cd2ba586d83aab.jpg
1009,,129358594112,106377677,"大猫爱啃鱼",6,保密,"一个时代的结束",2022-09-09 13:04:40,0,0,"如果来查成分的，我纯属个人素质有问题与家乡无关",广东,否,https://i2.hdslb.com/bfs/face/ddf68071baff4c1d6bab181569ec3979e00c2ddb.jpg
1010,,129358459584,27267164,"二师兄他师傅",6,男,"我干，真挂了[捂脸]",2022-09-09 13:04:34,0,0,"人生自古谁无死？留取丹心照汗青！",河南,否,http://i2.hdslb.com/bfs/face/24538b5ea864a7607fe10125adf45a015bbd327b.jpg
1011,,129358507040,2070517312,"蔡达",6,男,"[难过]突然 就是还有点失落。",2022-09-09 13:04:07,0,0,"别问了，不是蔡明和郭达的联名IP",未知,否,https://i1.hdslb.com/bfs/face/07e36cb8ceb3127b5d56925b6d3e6ffbe769efcf.jpg
1012,,129358368032,272040593,"Yangsy_i",6,女,"见证历史了",2022-09-09 13:03:03,0,0,"",山西,否,https://i2.hdslb.com/bfs/face/8df6185e800d308c89fed9cd034aee5f0b525cac.jpg
1013,,129358229232,1751986951,"Eliemin",5,保密,"舍不得这位最最可爱的老太太。",2022-09-09 13:02:55,0,0,"",广东,否,http://i1.hdslb.com/bfs/face/4add3acfc930fcd07d06ea5e10a3a377314141c2.jpg
1014,,129358358896,434624288,"对方正在偷人---------",6,保密,"可能是对时间的不舍吧，一个天天被调侃不死的人突然离世了，切实感受到了时间在向前走",2022-09-09 13:02:49,0,1,"",浙江,否,https://i2.hdslb.com/bfs/face/d8b329e05e84e5d87d40b8e76145f78b7bf191ca.jpg
1015,,129358339424,34893210,"小波家的威震甜",6,保密,"我的天啊",2022-09-09 13:02:19,0,0,"马尔福夫人—性别男",广东,否,https://i0.hdslb.com/bfs/face/85a400a3658e0c897d7d834a12694e1a85a50646.jpg
1016,,129358328640,474155798,"昵称825",5,保密,"见证历史",2022-09-09 13:02:02,0,0,"",北京,否,https://i2.hdslb.com/bfs/face/1855c0aad4c75916fbeb15cf5bd29d4d457eadd9.jpg
1017,,129358325776,1908380096,"文明遗迹",5,保密,"晚安女王",2022-09-09 13:01:57,0,1,"",河南,否,https://i2.hdslb.com/bfs/face/73c2c80d0f78f47662b104e535cf56f6f68a4beb.webp
1018,,129358026032,341888175,"冬语夏文",6,女,"时代落幕了 走好吧",2022-09-09 13:00:09,0,0,"卿。",山东,否,https://i0.hdslb.com/bfs/face/b630200e523117211e5a34aa3125b7de1d3b600b.jpg
1019,,129357925712,456404022,"-筱宝-",5,保密,"晚安，女王",2022-09-09 12:59:37,0,0,"",贵州,否,http://i0.hdslb.com/bfs/face/member/noface.jpg
1020,,129357758944,14640376,"辞听枫",6,男,"对于普通人的我们最真实的就是，那种历史感，一下就出来了，我们期望老太太走好，这个人以前可是公主啊，然后继承了女王的位置，跨越了世纪，她经历了二战，冷战到新时代的今天，真的就是一种历史感，感慨万千，她是英国的象征和信仰，她也是我们历史书上出现过的真实人物，给人的感觉就是，太多难以表达的言语，她是一个时代，我们都已经正式工作了，或者上大学了，她都还活着，老太太晚安。",2022-09-09 12:59:30,0,1,"一个咸鱼玩家
只爱pvp",四川,否,https://i1.hdslb.com/bfs/face/7924cd5e693ccbe4fe4731129f5eaa9858b7be7f.jpg
1021,,129357751392,33288417,"犬鲸skywhale-张",6,保密,"英国应该为有这样一位女王感到自豪",2022-09-09 12:59:19,0,0,"希望和真诚是这个时代最珍贵的东西。",四川,否,https://i0.hdslb.com/bfs/face/0babf159d65541e0a17ffa76cbe392d90ed1d5e5.jpg
1022,,129357741904,158502522,"麟杰乄",6,保密,"墓志铭太短，此生太长",2022-09-09 12:59:06,0,1,"",福建,否,https://i0.hdslb.com/bfs/face/3d9bb4491f256eb5375c1f011d0e0b7c84035d05.jpg
1023,,129357880720,236688877,"苦力怕炸不怕",6,保密,"女王是做什么工作的，给老百姓提供精神支持吗？",2022-09-09 12:58:53,0,0,"认知清晰，情绪平和，行动坚定",湖北,否,https://i1.hdslb.com/bfs/face/a750fe8aaf5e4a31ecfb284fbd59cf68fefef85b.jpg
1024,,129357801760,553657867,"kuayue风",6,保密,"比乾隆还长啊",2022-09-09 12:58:37,0,0,"",广东,否,https://i1.hdslb.com/bfs/face/19a23266f04649640480ab66dfaa3f47ac5ad2c5.jpg
1025,,129357791712,431869502,"圈圈不一定圆圆",5,保密,"她见证着历史，也成为历史",2022-09-09 12:58:23,0,0,"",湖北,否,https://i2.hdslb.com/bfs/face/887ce5f9277d8d16c0d01009681ad4ff63faf297.jpg
1026,,129357712688,1011172468,"食忘",5,女,"再次见证历史了啊……突然很落寞，前几天还好好的[保卫萝卜_哭哭][保卫萝卜_哭哭]",2022-09-09 12:58:23,0,0,"(˵¯͒〰¯͒˵)",安徽,否,https://i1.hdslb.com/bfs/face/b98ba8ea9bdd9f8ee2745cbc61e25a4b9bb60a4a.jpg
1027,,129357651424,293717788,"我明白不明白",6,保密,"无感",2022-09-09 12:57:14,0,0,"",福建,是,https://i1.hdslb.com/bfs/face/37041064a9247e0316b7a249c1af76961e6d766c.jpg
1028,,129357630288,1637574399,"1qbq",5,男,"2022，见证历史",2022-09-09 12:56:45,0,0,"粉丝数能突破1000吗？秋梨膏！",广东,否,https://i0.hdslb.com/bfs/face/1aed77628e7c0ebf75cc238459b218289e99cfe3.jpg
1029,,129357541920,647270098,"晨曦亮我彷徨",5,保密,"见证历史",2022-09-09 12:56:20,0,0,"was i dreaming",河南,否,https://i1.hdslb.com/bfs/face/a223fc3001039d09a6b8be83be3fc81a22866918.jpg
1030,,129357414336,475734110,"忠诚的等离子永不过载",6,男,"晚安",2022-09-09 12:55:27,0,0,"踏雪赴国难，迎雪带君归",福建,否,https://i2.hdslb.com/bfs/face/e083f584afd576b704e6fabf40f373955d988633.jpg
1031,,129357414240,420365672,"宋盈盈syy",5,男,"伦敦桥塌了",2022-09-09 12:55:27,0,1,"悄悄告诉你我是你爸爸(￣▽￣)～■干杯",山东,否,https://i2.hdslb.com/bfs/face/fa0f8da406d5a9151556a1dfdb4c814a8a0b0104.jpg
1032,,129357266896,294951959,"天河55563",6,男,"确实有点不舍，毕竟这份象征还是有意义的",2022-09-09 12:55:20,0,2,"",内蒙古,是,https://i2.hdslb.com/bfs/face/4e054d2edf0f5ea4bd81a061829f960bba5a9961.jpg
1033,,129357313248,12706285,"山岚寂",6,保密,"一个时代结束了[保卫萝卜_哭哭]",2022-09-09 12:54:47,0,0,"_(:з」∠)_一个追求溺毙在知识之海的小小学生(大叔)",山东,是,https://i1.hdslb.com/bfs/face/9d3d62ba4d18007fa194f2c72f540f9293655df9.jpg
1034,,129357232608,25743435,"卷沐子",6,保密,"在我的印象中她身体一直跟硬朗，哪怕是步入老年却也依旧坚持工作，我还理所应当地以为她会一直在，没想到会这么突然",2022-09-09 12:54:30,0,8,"",广西,否,https://i0.hdslb.com/bfs/face/acc191db4f640ecf500fee6fd499077f89a1bda5.jpg
1035,,129357228336,65491672,"笠_箢",6,保密,"走好",2022-09-09 12:54:24,0,0,"",广西,否,https://i1.hdslb.com/bfs/face/e4c7c99aea5165d2a885084f4d22b5e7c8b119c8.jpg
1036,,129357219920,616450037,"就好般",6,保密,"女王一生见证了从二战到现在的所有历史，晚安，女王",2022-09-09 12:54:11,0,2,"一个什么都发的UP主",广东,是,https://i2.hdslb.com/bfs/face/045e1f395e9b85d267119f4c88e59568e1594bec.jpg
1037,,129357028448,274975080,"初窥岐黄之术",6,男,"亲历二战的人世间没有几个了",2022-09-09 12:53:26,0,2,"",安徽,否,https://i0.hdslb.com/bfs/face/6efc101ec2b69e3bf131f1fa3fd38325d38e6655.jpg
