序号,上级评论ID,评论ID,用户ID,用户名,用户等级,性别,评论内容,评论时间,回复数,点赞数,个性签名,IP属地,是否是大会员,头像
443,,275083647905,186396387,"离尘垢义",6,保密,"这是积德的好事儿",2025-09-19 16:11:37,0,1,"",河北,是,https://i0.hdslb.com/bfs/face/member/noface.jpg
444,,275083712081,1561120779,"南工不读了",4,男,"我本人是一个比较负能量的人，但是我每次看你的视频都是笑着的。祝健康长寿！许愿",2025-09-19 16:11:29,0,1,"当我心涌悲伤的时候，我大口吃饭，这种炫耀唯有风知道",江苏,否,https://i0.hdslb.com/bfs/face/3d9efa4c17e92ea70eea1e940c49dc8b5c974a6d.jpg
445,,276510146064,1032595305,"披云哮月",5,保密,"人这一辈子就该做些自己想做的事，何况又那么有意义，向您学习",2025-09-19 16:08:13,0,1,"随性，随缘，随遇而安
自由，自洽，自然而然",山东,否,https://i0.hdslb.com/bfs/face/06f0ddcb994fdeb2e36599c5ffbe8320534a968c.jpg
446,,275082898657,1092128554,"鑫源命理",5,保密,"开挖掘机旅游！油都得烧掉不少钱吧？",2025-09-19 15:59:58,0,1,"",福建,是,https://i1.hdslb.com/bfs/face/f0f4f1e51d9b8c64440162f834d17d64c13cc7cd.jpg
447,,276501614976,3546902245149223,"孤屿领航",2,保密,"你这一公里要多少油钱呢？",2025-09-19 14:01:28,0,1,"",广东,否,https://i1.hdslb.com/bfs/face/010f3f3672b2e46254d10c2a03236f10251bb2d7.jpg
448,,275070690417,1959986958,"-Old-High",5,保密,"共产主义up主",2025-09-19 12:56:32,0,2,"",河北,是,https://i0.hdslb.com/bfs/face/ffb9068ebe92665648172ffe581dc6add6a2ac54.jpg
449,,275059952193,15567053,"13455763",6,男,"好久没看现在都有剧情了[妙啊]",2025-09-19 10:37:09,0,1,"1.",浙江,是,https://i2.hdslb.com/bfs/face/db849117c10989f6b6f86b5c4880b25ba0f28eec.jpg
450,,276481994560,3546588704147708,"联动中国音乐坛管理员",3,保密,"嘿嘿",2025-09-19 09:53:53,0,2,"联动音乐官方加入酷狗音乐：名称李亮亮这个团队工作室团队制作人
              获得：风记委员会，安全委员会副主席",河北,否,https://i2.hdslb.com/bfs/face/9f502638a28125cfc4edf557e8d8a1f71469a814.jpg
451,,275053099489,607485887,"Tyscnv",5,保密,"狗和车都不要了，扭头就跑[喜极而泣][喜极而泣][喜极而泣]",2025-09-19 08:34:59,0,1,"",天津,是,https://i2.hdslb.com/bfs/face/3d78313514bde5f4fdb1a563888b3a535c9531ae.jpg
452,,275038641313,346274673,"大胖康子",5,保密,"《君子》",2025-09-19 00:19:32,0,2,"",浙江,否,http://i1.hdslb.com/bfs/face/39c129451df002a8de655a334ddffb2163305533.jpg
453,,275037816561,13656862,"seleniasis",6,保密,"感觉尸体暖暖的",2025-09-19 00:08:33,0,1,"世界那么有趣，何苦拘泥一个主题٩(˃̶͈̀௰˂̶͈́)و搬运成就強化月間始動ψ(｀∇´)ψ
请叫我伦敦鼹鼠精(˶‾᷄ ⁻̫ ‾᷅˵)",北京,是,https://i1.hdslb.com/bfs/face/4eb2415a9d6ea85c48f41691542086fcb2feb3ce.jpg
454,,276453163536,152216630,"年少000日夜",6,保密,"这才是行万里路！在外的贵州人向您表示感谢，也向您学习！[鼓掌]",2025-09-18 22:42:35,0,2,"",海南,否,http://i2.hdslb.com/bfs/face/921156897eb11ad182de5d57cff8ffcf2f8a36a7.jpg
455,,276451387296,179263437,"家元musicjohn",5,男,"那我上次划浆板救了一个人不得被疯狂投喂[笑哭]",2025-09-18 22:22:40,1,1,"",重庆,是,http://i0.hdslb.com/bfs/face/2d00e751b45595968eb218321378251b42c18eca.jpg
456,276451387296,275029903585,512016851,"我的神a啊",6,保密,"该你吃啊那就[汤圆]",2025-09-18 22:35:24,0,1,"",重庆,是,https://i2.hdslb.com/bfs/face/30981ee48ab9eb0ac97a4e44be15723dabee025b.jpg
457,,276449014480,18432518,"生而为中国人爽到飞起",6,男,"鸡爪流标题，给兄弟两个硬币",2025-09-18 21:58:02,0,1,"达成成就：用华为手机，开比亚迪车，看流浪地球，玩黑猴悟空",广东,否,https://i2.hdslb.com/bfs/face/3fcf1adb0f8ce42f89d33f9f93e0314942cf9de3.jpg
458,,275024067425,3546638979172450,"想要没有大麻的生活",4,保密,"贵州山区对塌方已经麻了，只是没塌之前小心一下，塌了就安心多了[doge]",2025-09-18 21:30:07,0,1,"",贵州,否,https://i1.hdslb.com/bfs/face/a7722e7e0cee79a4706caa378c2758065cf1174e.jpg
459,,275016022593,494021272,"翻滚吧黄毛",4,保密,"不是，我刷梦幻挖宝图，这是给我干哪来了",2025-09-18 19:54:00,0,1,"阁下真是身手敏捷，但终究还是被生活束缚住了",重庆,否,https://i1.hdslb.com/bfs/face/bda20754836d4e443c731c0889e36916f3744b52.jpg
460,,275009311985,592818584,"长得区嘛黑",4,保密,"你这个挖机，卧槽，挖斗360度旋转。牛逼。",2025-09-18 18:33:47,0,1,"",西藏,否,https://i2.hdslb.com/bfs/face/df080b96ff4a531246603f3114740398576bb86f.jpg
461,,274997419137,100503975,"飞龙战士HD",5,女,"跑那一段是剧本还是真实的？看不懂。",2025-09-18 15:35:35,0,1,"",海南,否,https://i0.hdslb.com/bfs/face/c44ad2c765d952d464ba8bb9ff6d78323dc298c1.jpg
462,,276417778720,167496312,"反向十三郎-",6,保密,"[支持][支持][支持]",2025-09-18 15:32:34,0,2,"A new world shall open up. ",重庆,否,https://i0.hdslb.com/bfs/face/3ecbb55209b550da12fa6bb9e938cdf7bd444d4f.jpg
463,,276411537504,500543235,"囍帖街84号",6,男,"@种花家魔女",2025-09-18 13:50:58,0,2,"位置变了，各有队友",湖北,否,https://i0.hdslb.com/bfs/face/b405fddb2351f11e5c734ec6c267aa550a70a7a9.jpg
464,,276409368416,3492972727372032,"迷城v128",5,保密,"人生的意义就在于随心而动，但行好事莫问前程",2025-09-18 13:21:02,0,1,"",江苏,是,https://i0.hdslb.com/bfs/face/member/noface.jpg
465,,274987561937,555658,"复仇",6,保密,"这种视频发到你的某音某手就行",2025-09-18 12:55:07,1,1,"爱玩游戏的up,",北京,是,https://i1.hdslb.com/bfs/face/452f2b242e33cc54989e8ee540240d749eae68c1.jpg
466,274987561937,276418869728,396023408,"太妃糖love",5,男,"有没有可能，up在某音有账号[脱单doge]",2025-09-18 15:51:06,0,2,"",辽宁,否,https://i2.hdslb.com/bfs/face/95331b438b0f6cd4cbba97127aeafd61e1fc0da8.jpg
467,,276395102016,286751106,"rockyz2",5,保密,"网友授予你“山地雷锋”称号！",2025-09-18 10:25:36,0,1,"高级软件工程师，AI践行者，马拉松爱好者",江苏,是,https://i0.hdslb.com/bfs/face/1ba60063f78c385f255de495529cdf80a7b8a770.jpg
468,,276395121648,286751106,"rockyz2",5,保密,"好人一生平安！",2025-09-18 10:23:06,0,1,"高级软件工程师，AI践行者，马拉松爱好者",江苏,是,https://i0.hdslb.com/bfs/face/1ba60063f78c385f255de495529cdf80a7b8a770.jpg
469,,274973577073,202146493,"一只小哑吧",6,保密,"南无舍利挖挠机菩萨",2025-09-18 09:41:19,0,2,"“总是抬杠，喜欢挑刺”的杠精，内心往往很阴暗",天津,否,https://i1.hdslb.com/bfs/face/dbb8e1a306c46febb5764f85077cabd040ace959.jpg
470,,274941191121,574275969,"效果微弱",3,保密,"平台要给足流量啊！不能让他做好事还得倒贴钱啊！",2025-09-17 21:22:52,0,1,"",广东,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
471,,274934842545,12677377,"LeeKinShing",5,保密,"挖机能上路？？？",2025-09-17 20:06:24,0,1,"",浙江,是,https://i1.hdslb.com/bfs/face/833323b102e78330cda9d6b548076c253559cff7.jpg
472,,274928164449,73404296,"西米露de西米",6,男,"问一句，这种路边积石，弄完了，下雨时间久了还是会堵的吧？除非拉走",2025-09-17 18:47:05,0,1,"在B站，深刻的认识到自己是个凡人，还不能修仙的那种",浙江,否,https://i2.hdslb.com/bfs/face/8d7fbbd31a110fcbd9dcd432be7250348845cbf3.jpg
473,,274918326001,3546800006892370,"bili_81796875177",3,保密,"副业小曲走起[doge]",2025-09-17 16:34:31,0,1,"",四川,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
474,,276329883424,1838030239,"叶落还文榆",5,男,"阿弥陀佛",2025-09-17 15:49:23,0,1,"",福建,否,https://i1.hdslb.com/bfs/face/be19d7a87d8e254170906da064a4a3e402e8896e.jpg
475,,276329824576,456284406,"赤赤没有赤赤",5,保密,"怎么没找到充电啊😦",2025-09-17 15:49:22,0,1,"",黑龙江,是,https://i0.hdslb.com/bfs/face/ea454c25bb7e0ae53ef36c409a9869fbe88a92ca.jpg
476,,276328684352,1499900429,"阿军亚",4,保密,"先生大义",2025-09-17 15:30:06,0,1,"",湖南,是,https://i0.hdslb.com/bfs/face/member/noface.jpg
477,,274909077105,108761067,"天才在右疯子在右右",6,保密,"[支持]",2025-09-17 13:59:17,0,1,"",黑龙江,否,https://i0.hdslb.com/bfs/face/9d5f24e52664f4aac2bec86d4ccb1905d53cfb78.jpg
478,,274906136337,442388550,"浓富三拳",5,保密,"感谢你朋友",2025-09-17 13:13:46,0,1,"",贵州,是,https://i0.hdslb.com/bfs/face/b7fa3c35b8ef8b17f9143cb83f8bc81c0f5f5e9a.jpg
479,,276316333920,385428615,"小雪乃的棉花糖",5,男,"这种的就应该推给所有人看",2025-09-17 12:33:39,0,1,"如果有那么一天，我会倾尽我的所有！",陕西,否,https://i0.hdslb.com/bfs/face/1c039821ec0f4c87ba453b0681669af3838f51a2.jpg
480,,276309005232,1241480916,"T1-Freak",4,女,"贵州朋友太热情了",2025-09-17 11:01:27,0,1,"",重庆,否,https://i0.hdslb.com/bfs/face/1a6211529e66c9d82bbc49ee3da4cb6ffee96c1d.jpg
481,,276308082336,66540828,"用钱创造快乐G",6,男,"（穷山恶水），穷山不能伐木，不能狩猎，不能种地，路不方便，带来不了任何经济收益，恶水，养不了鱼，灌溉不了农田，插不了秧，污染严重，这些是真的没办法。",2025-09-17 10:45:34,0,1,"叔叔我啊，最爱钱了",四川,是,https://i0.hdslb.com/bfs/face/70926400482f133d068807c2bbbabac1ad285e3b.jpg
482,,276300852192,18171310,"丨遥彼方丨",6,男,"@二9C [哦呼][哦呼]",2025-09-17 08:45:44,0,2,"Tobeaknightistobethenoblelightthatilluminatestheland",山东,否,https://i1.hdslb.com/bfs/face/dca6776eccdd0c7d96789c56ad336bdaa0682086.jpg
483,,274869824049,248900676,"乱花羽落",6,保密,"抓你没毛病，法律规定，工程车辆不能行驶在公共道路上，你要是真想行善，就准备个平板运输车，带上挖掘机一起走",2025-09-17 05:46:25,0,1,"啦啦啦",河南,否,https://i0.hdslb.com/bfs/face/9c60b1bb7a7fdecf9adbd16707d9d459b8cd4cb7.jpg
484,,276279615472,424523537,"我是虠杒",6,保密,"这种就是雷锋精神吧",2025-09-17 03:35:20,0,1,"高效，专注，坚持，尝试。",四川,否,https://i2.hdslb.com/bfs/face/cd5cf14a21a5f04118a0488e3af0ecdbf75e74bd.jpg
485,,274865490609,4645075,"一只企鹅丶",6,男,"大家都好热心噢，当然up更热心！！",2025-09-17 01:52:39,0,1,"萌萌哒！",北京,是,http://i1.hdslb.com/bfs/face/7bc9879530cc0e0b47b117f7ec6b0067b88768c8.jpg
486,,276273043168,153427225,"心理门诊王主任",5,保密,"哈哈 大哥太哏儿了，来天津，给你买大饼夹一切 [支持]",2025-09-17 00:38:46,0,1,"",天津,否,https://i1.hdslb.com/bfs/face/611295d0d0749232dbb7eae583093cf18503e9f0.jpg
487,,274859265825,563135552,"一只迷路的青鸾",5,保密,"資本を動かしたケーキ",2025-09-17 00:01:20,0,1,"初始之音，响彻未来",广东,否,https://i2.hdslb.com/bfs/face/7887e1468f39ecbf2a9ca5ed1f97660be2dec2cf.jpg
488,,274855991665,3546903893510178,"bili_42590213534",3,保密,"哈哈，走也得走，不走也得走，有权力真棒",2025-09-16 23:20:44,0,1,"",广东,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
489,,274853698769,327656573,"不愿透露姓名的洛洛",6,保密,"弹幕五岁吗？明显剧本宣传还在哪说为什么强制[笑哭][笑哭]",2025-09-16 22:54:14,1,2,"该账号封禁中",青海,是,https://i2.hdslb.com/bfs/face/23a46d8873d5bef0746563f3141ffa59515d714c.jpg
490,274853698769,274858384625,4288976,"餅餅鲑鱼",6,保密,"关键词触发机器人了",2025-09-16 23:49:00,0,1,"与君相别离，不知何处是归期，我如朝露转瞬晞",上海,否,https://i2.hdslb.com/bfs/face/16808c2163b31c61f827b59b93194f277b1a6de3.jpg
491,,276263462560,38098806,"笨比波比0v0",6,保密,"相比齐哥…遇到的跟踪…",2025-09-16 22:43:12,0,1,"",广西,是,https://i0.hdslb.com/bfs/face/7ba019adcee64d051cf1ebd95b247964c5fae453.jpg
492,,274852482305,13867083,"忆昨年",6,男,"涨粉好快上次看还是四五万粉，一段时间没看直接五十多万",2025-09-16 22:40:57,0,1,"",俄罗斯,否,https://i0.hdslb.com/bfs/face/924606b932a1d518ba6ea46fe9ec0dbf416b494c.jpg
493,,274848815089,22533994,"好悬李宁踹开线",6,保密,"05:04",2025-09-16 22:00:52,0,1,"",北京,是,https://i1.hdslb.com/bfs/face/e8d20473fb13a86a405b0c016a127d1cc601e973.jpg
494,,276252225136,385565119,"挖坑埋少年",6,保密,"这不就是现代版是“仗剑走天涯”吗！一路行侠仗义",2025-09-16 20:49:22,0,1,"",江苏,是,https://i1.hdslb.com/bfs/face/6ea5a72a8696f9b4e220c96464d6eb4c9235086b.jpg
495,,276247438784,3546623065983934,"bili_66187993731",4,保密,"我这是我家：元宝小狗子，啥品种也不知道。",2025-09-16 20:00:11,0,1,"",四川,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
496,,276247341344,3546623065983934,"bili_66187993731",4,保密,"我家狗子∽元宝",2025-09-16 19:58:20,0,1,"",四川,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
497,,274835986513,351470687,"您看这菜可还行",5,保密,"给老乡点个赞投个币哈哈哈哈",2025-09-16 19:44:08,0,1,"",宁夏,否,http://i2.hdslb.com/bfs/face/5f30a81f66bc01532178ac4eaa35da0d0e710b9f.jpg
498,,274835745537,17978390,"桦梦之灵Zi",6,男,"老乡，你真牛[支持]",2025-09-16 19:41:30,0,1,"",北京,是,https://i2.hdslb.com/bfs/face/2105fcb2f00c43e61b67610b36c4b3cda0e5a80e.jpg
499,,276245776832,304143420,"你在干嘛君",5,保密,"子任先生的意志还是有人继承的[奋斗]",2025-09-16 19:41:10,0,1,"",青海,是,https://i0.hdslb.com/bfs/face/eac35da51b185fa21c362e03ffc8a5354165fce0.jpg
500,,274835237921,347051786,"翱翔的叶",5,保密,"多的不会说，两个币先投为敬！",2025-09-16 19:35:37,0,1,"",四川,是,https://i2.hdslb.com/bfs/face/9669f98745da838a72ff9de4d640e9de29e1d822.jpg
501,,274835299297,2702666,"不及久远",6,保密,"把你的战车开来给我踩下背",2025-09-16 19:35:26,0,1,"123",四川,否,https://i2.hdslb.com/bfs/face/b5df9843391add89656026c14e4a81f17809e961.jpg
502,,276244097120,449057219,"ICU供氧机",5,保密,"不是，这挖掘机上路不顾其他车死活了？",2025-09-16 19:24:15,1,5,"",河南,否,https://i2.hdslb.com/bfs/face/a51e376d4f22c15d0ea3d5a2ee7cb4c9b167a4a3.jpg
503,276244097120,274983966289,389826752,"DaisukeZ1P",5,女,"轮式可以上",2025-09-18 12:14:14,0,1,"",福建,否,https://i2.hdslb.com/bfs/face/ac8ff605b3038a174d914d454f07d089a94e50a8.jpg
504,,274829753473,3546751231330985,"风暴凋零魔",4,保密,"U",2025-09-16 18:36:20,0,1,"",贵州,否,https://i2.hdslb.com/bfs/face/7d1fbe3ebd971a73d5646718ff41ec3253dea39e.jpg
505,,274826391361,30069291,"木GI哇LA",6,保密,"下一个百大up主[点赞]",2025-09-16 17:58:54,0,1,"",浙江,是,https://i0.hdslb.com/bfs/face/9daa4c12ba960631a65b014def64321e722ed672.jpg
506,,274822370897,1518283093,"招核星君",5,保密,"……到我家了？",2025-09-16 17:07:36,0,1,"",广东,否,https://i1.hdslb.com/bfs/face/8232929cf36211d1ad49559d41fa0a323c4f1f51.jpg
507,,276229432400,3493143836101538,"夢见甚",3,保密,"大哥nb，没想到还能刷到我的家乡[大哭]",2025-09-16 16:40:33,0,1,"",山东,否,https://i2.hdslb.com/bfs/face/4add3acfc930fcd07d06ea5e10a3a377314141c2.jpg
508,,276228313600,28757640,"楚序-",6,男,"这种你不投币还等啥呢",2025-09-16 16:25:00,0,1,"小老板
",广东,是,https://i0.hdslb.com/bfs/face/ad206df6def0565c70726f4e7fd5b6e020ff7148.jpg
509,,274818843729,112969273,"Mr灬Wen",5,男,"好人有好报",2025-09-16 16:16:45,0,1,"",广西,否,https://i1.hdslb.com/bfs/face/34643cdc1a8097a7aac92a73ee6ea5a2776fa45b.jpg
510,,274818203857,3546711129590270,"BG4JCI",3,保密,"[支持][支持][支持][支持][支持][支持]",2025-09-16 16:07:53,0,1,"",山东,否,https://i2.hdslb.com/bfs/face/710e50f657f366c4eaf302736c1b67029a93289d.jpg
511,,274814199265,295576865,"老子当场就毛了",5,保密,"真牛",2025-09-16 15:02:11,0,1,"",四川,是,https://i2.hdslb.com/bfs/face/7e0e608d43d3ffe0afb6319b39f76abaf77c2af0.jpg
512,,274812886481,150380797,"水枪是我爹",6,男,"交了多少钱",2025-09-16 14:41:14,0,1,"",中国香港,否,https://i1.hdslb.com/bfs/face/ec2c0b5b8e87ae844b5aa5321d49f08abeabe18b.jpg
513,,274810292609,23165682,"我了个去这不科学",6,保密,"你都这样做了，我也不能省这俩个币啊！",2025-09-16 13:58:44,0,1,"",广西,是,http://i0.hdslb.com/bfs/face/5ddd535f5a045c6246dd53e0f873939533341435.jpg
514,,276217945328,1220632415,"Bazantium",5,男,"四舍五入，相当于开了个坦克自驾游",2025-09-16 13:45:33,0,1,"怀绝望之心，行希望之事。剔除粘稠的过去，让未来现在就来
",四川,否,https://i2.hdslb.com/bfs/face/6dfd2da215e3cdc962a40ac5e77c095e50b49070.jpg
515,,276217007584,351183017,"幽篁听风者",5,保密,"还没出贵州？",2025-09-16 13:33:09,0,1,"潇洒自在的散仙",广东,否,https://i2.hdslb.com/bfs/face/19f34dd57dd4dcf0c46d30412a21c23fd62f9c9c.jpg
516,,274807020049,94611261,"东尼乔巴桑",6,保密,"竟然是宁夏的老乡",2025-09-16 13:11:40,0,1,"呸！你才懒死了呢",内蒙古,否,https://i0.hdslb.com/bfs/face/103a436577ff4b4034a3033db04d32e641c35a6b.jpg
517,,276214355008,356020432,"宝宝的小米雪",6,保密,"贵州谢谢你",2025-09-16 12:59:52,0,1,"",贵州,否,http://i2.hdslb.com/bfs/face/2e95cb41fbf5e65b4ae2ddbcc9400814bf58dc1a.jpg
518,,276208376896,326643205,"郭飞大王",5,保密,"真心说一句：同志你好！",2025-09-16 11:56:40,0,1,"这个人很神秘",浙江,是,https://i1.hdslb.com/bfs/face/35b6a4759935e47a6488af64c32b15ee9ef589c4.jpg
519,,274796236241,10332406,"全世界下雪",6,男,"这才是真的人情世故，而不是所谓的看眼色看好处",2025-09-16 10:55:26,0,1,"挥挥手永不再见",河北,否,https://i1.hdslb.com/bfs/face/944827b646e8f4225693c00f49107e2d910e43de.jpg
520,,276203853744,3546791395986401,"哗哗哦哦啦",3,保密,"你把当地立项的工程搞完了，别人怎么赚钱",2025-09-16 10:55:09,0,1,"",广东,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
521,,274795439521,3546617829395352,"汐汐-007",3,保密,"路政的干什么去了？",2025-09-16 10:43:49,0,1,"",湖北,否,https://i0.hdslb.com/bfs/face/a9fcd7c7e2ca2ac96352a8e80fa1f6975e0a0326.jpg
522,,274781919681,432027090,"利威尔-阿克曼",6,男,"演技好尬… 莫名其妙就跑",2025-09-16 06:02:53,0,1,"这个人很矮，什么都没有留下",福建,是,https://i0.hdslb.com/bfs/face/d10d902ffa115d0a12d25fa77cfbc44410128323.jpg
523,,274780914529,341609450,"黄巢是丈夫",6,男,"暖暖的，好人一生平安！",2025-09-16 03:18:01,0,1,"自然中领悟人生",湖南,否,https://i2.hdslb.com/bfs/face/61b204eafaea1c4a0cfe3986fa57c54932206308.jpg
524,,276183925776,359970538,"天线华晨宝马",5,保密,"弟弟妹妹也打个招呼。",2025-09-16 01:29:22,0,1,"往事无需回首，未来也不用展望，一步一个坑的跪过去就好了。",浙江,是,http://i1.hdslb.com/bfs/face/62ff6947e7ab9f068e2df42215136b88f42a2b72.jpg
525,,274775276737,374861157,"技嘉1生黑",5,保密,"我去  这是我家下面",2025-09-16 00:43:55,0,1,"",贵州,否,https://i0.hdslb.com/bfs/face/f430543fb6cecfa69a46080adfb1229125c0819e.jpg
526,,276176550320,1395696705,"牙科伊",5,保密,"即将放国庆的我be like[doge]",2025-09-15 23:43:05,0,2,"",浙江,否,https://i0.hdslb.com/bfs/face/75776c0ff64431821c2fa1eaacec845183cd4cc4.jpg
527,,276173989120,542748228,"天空咹境",5,保密,"希望后期不要直播带货和直播接受打赏，现在社会功利性太强，希望有个能真正做公益，做好人好事的",2025-09-15 23:14:18,0,1,"",河南,是,https://i0.hdslb.com/bfs/face/member/noface.jpg
528,,274768214209,652012579,"炼狱丶凌",5,保密,"哥儿牛逼",2025-09-15 23:12:23,0,1,"在这虚伪的世界里 做一个真实的自己",广东,否,https://i1.hdslb.com/bfs/face/47d4629b67514bb35f536da837050dbf8527b205.jpg
529,,274764608145,701731368,"末路觉醒",5,男,"几百年没见过这种风格的视频了",2025-09-15 22:33:27,0,1,"生死看淡不服就干",内蒙古,否,https://i0.hdslb.com/bfs/face/2088410f0a341541a3ea4779bf4896c2f2bbd487.jpg
530,,274759717617,11314291,"女装泽拉图Lawliet",6,男,"这个挖掘机多少钱",2025-09-15 21:41:49,0,1,"github开源有自动录播程序，https://github.com/ZhangMingZhao1/StreamerHelper",湖北,是,https://i1.hdslb.com/bfs/face/91b86993f6268a3a8be9ed11c2c7119e8823c9a2.jpg
531,,276158314096,11404847,"大黄是欧皇",6,男,"爷就是来看好人好事的，这些个正能量就该让某些人好好看看[吃瓜]",2025-09-15 20:28:52,0,1,"QQ2236868234 Q群1149870045
FGO国服100.100.655.486
新人UP，穷困潦倒，上班划水，下班冲浪。",江苏,是,https://i2.hdslb.com/bfs/face/e925ac02eff168801feb49891d238656e4320198.jpg
532,,276158231792,351858044,"烂草起新居",6,保密,"@宣威融媒 赶紧堵他，马上就到宣威了",2025-09-15 20:27:00,0,27,"我是一个地地道道的农民，我的任务每天就是给白菜浇水 用粪水浇",四川,否,https://i2.hdslb.com/bfs/face/6a733785a663693773b1a978fd358ffe1c9eb4ac.jpg
533,,276158244512,11111344,"心向光明Sun",6,保密,"君子论迹不论心，这就是积德行善[支持]福生无量",2025-09-15 20:26:15,0,1,"因天之序，养生养身。",浙江,否,https://i1.hdslb.com/bfs/face/0edc4461bc9137d7b9308a946b1731e3a53de01f.jpg
534,,274753214785,519895168,"金的玩具店",3,保密,"看网上说贵州以前路不通，村与村之间打架用枪。顶多算巷战。现在路修好了，是不是坦克就可以跑了？那不是成了局部冲突[笑哭]",2025-09-15 20:25:50,0,1,"",山东,否,https://i1.hdslb.com/bfs/face/6f2830969096b0ee16756635a0f249de94f1e4d0.jpg
535,,276155453712,327359246,"职业猎马人MAX",6,男,"有兄弟算一下他从开始到现在大概能花多少油费吗",2025-09-15 19:55:56,0,10,"",河南,否,https://i2.hdslb.com/bfs/face/65b2c2971b5fa8bf66f24f33d4b9d0c0bb95b639.jpg
536,,276152231376,505070004,"阿尔诺斯的假面",5,保密,"好人平安[呲牙]",2025-09-15 19:21:36,0,1,"",天津,否,https://i0.hdslb.com/bfs/face/36e093bade6e1a6629549e67bd84b34052223ee6.jpg
537,,276151877488,700189941,"我预成佛",6,保密,"上交通关文牒",2025-09-15 19:16:07,0,1,"",湖北,是,https://i0.hdslb.com/bfs/face/64b2bf0969d63e7b61e81fe5ecaeadae30580726.jpg
538,,274746601601,194313796,"小米粥和小妮子",5,男,"特别感谢，欢迎再次来到我大贵州。来都来了。",2025-09-15 19:07:57,0,1,"",贵州,否,https://i1.hdslb.com/bfs/face/e58a088571a4fd40b94c47be8b7031652fd1cd8a.jpg
539,,276150680576,489823233,"o我爱吃西瓜o",5,保密,"我上网就是来看好人好事，传递正能量的，点赞  投币了[点赞]",2025-09-15 19:03:34,0,1,"",上海,是,https://i0.hdslb.com/bfs/face/8ee2eb6e11dcd5a41776766faf6c088dd1137a2b.jpg
540,,276149519360,266656509,"针帝很大",5,男,"Up主说话声音有点像王迅",2025-09-15 18:51:58,0,2,"恭喜你发现了史上最全面的UP主",广东,否,https://i0.hdslb.com/bfs/face/ce8fa4fafa0107ba5219645857270fe9a63ab44d.jpg
541,,274745071217,1467016374,"影娱社",6,保密,"“人民的挖机”",2025-09-15 18:50:47,0,1,"用心打磨每一个作品，分享哲学，情感，影视等等，部分作品为充电视频，希望大家能够支持一下，以后带来更多优质作品。",江苏,否,https://i0.hdslb.com/bfs/face/03dc60714f1aab77f4fbf2ebb21f9fc3bfcea168.jpg
542,,274740695057,3546861122095765,"源深不知处且带蜂引路",3,保密,"真是打脸某些人",2025-09-15 18:00:01,0,1,"",辽宁,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
543,,276144853696,29535066,"沐刃一",6,保密,"“抓”应该加上双引号。",2025-09-15 17:58:12,0,1,"",贵州,是,http://i0.hdslb.com/bfs/face/member/noface.jpg
544,,276144137936,270014919,"墨莲解止",5,保密,"我去，之前在威宁呆了好几年，十分亲切啊[呲牙]",2025-09-15 17:50:15,0,1,"",湖南,是,https://i0.hdslb.com/bfs/face/326d724b826aa95fe8f17c1c8f5e40035fc92c02.jpg
545,,276144096944,3461565948889224,"慈善和世界和平",5,保密,"我玩越野的，这样让我咋玩啊[大哭]",2025-09-15 17:48:52,0,1,"",广东,否,https://i0.hdslb.com/bfs/face/a57a3703e76695f81f2ccb42ca3b5d31f704848b.jpg
546,,274738297057,1464663775,"谭沐阳",4,男,"好人有好报！！！",2025-09-15 17:28:22,0,1,"",湖南,否,https://i1.hdslb.com/bfs/face/8d5d3c3563ce09a329d936656a887458601fbcc7.jpg
547,,276140552464,3546377357364039,"米且口马",3,保密,"兄弟们，我是法盲，挖掘机可以在路上直接开吗？[doge_金箍]",2025-09-15 17:04:01,0,1,"",江苏,否,https://i0.hdslb.com/bfs/face/833323b102e78330cda9d6b548076c253559cff7.jpg
548,,274733550833,18172591,"hp496697154",5,保密,"武汉大学 我上你早八",2025-09-15 16:19:05,0,1,"",湖北,否,http://i1.hdslb.com/bfs/face/2add6597d21c76ec55f36786d7dfff9bc568aafa.jpg
549,,276137046768,65382148,"卿丨云",6,男,"你把活干了，他们怎么赚钱[doge]",2025-09-15 16:12:43,0,1,"我太喜欢上班了，那种累死累活还赚不到钱的感觉，让我着迷。",江西,否,https://i1.hdslb.com/bfs/face/a42df4b5149de64bc59604c3651e33975938f172.jpg
550,,276136127248,5950921,"0-2020-0",6,保密,"跑啥[笑哭]他一跑我突然懵了",2025-09-15 16:01:45,0,1,"",湖南,否,https://i1.hdslb.com/bfs/face/e7d908500f2165171fdd10fe8887cf13560258ed.jpg
551,,274731985601,26717383,"翡翠如意",6,女,"这才是真的积功德，那些个天天“放生”的，都应该来看看来学学",2025-09-15 15:55:34,1,805,"",江苏,是,http://i1.hdslb.com/bfs/face/cd7b335d1aedda7ea60b96bc65585ae7204823d8.jpg
